StudentID,Name,Gender,Age,ClassSection,SubjectStream,PreviousGrade,AttendanceRate,StudyHoursPerWeek,ExtracurricularActivities,ParentalSupport,InternetAccess,FamilyIncomeLevel,SleepHours,CommuteTimeMinutes,DisciplinaryActions,AssignmentsCompleted,FinalGrade,Study Hours,Attendance (%),Online Classes Taken
45,Student_45,Female,15,A,Arts,60.214780096325725,83.61898160047345,12.065480405706795,1,High,No,Low,8.974718215885853,47,0,8,62.251144248584275,13.880512372875412,88.11475489098055,True
46,Student_46,Male,16,D,Science,67.80155791605291,92.06927949989338,23.726184003946827,1,Medium,No,High,6.858233955880241,24,0,16,52.942181298030235,24.14363708129159,94.27340850261236,False
47,Student_47,Female,16,B,Arts,70.39361229040213,90.21858302730736,17.001242389509184,0,High,Yes,Middle,5.784253387024332,33,1,5,73.19661095350844,17.83457111225802,90.39601377238274,False
48,Student_48,Male,17,D,Science,85.57122226218915,72.388862744126,16.944198073168312,2,High,No,Low,6.116975503432556,26,0,19,65.70545376753907,16.031507951019922,71.19591030153968,True
49,Student_49,Male,16,A,Commerce,78.43618289568461,96.81232279780716,15.032631700922494,3,High,Yes,Middle,7.542785298473285,54,0,6,74.03399919343045,16.370946510137472,98.96811236755728,False
50,Student_50,Female,15,C,Arts,57.36959844637266,96.0407308331796,17.931144103153876,2,Low,No,High,9.946981618614949,19,0,6,68.86535229746497,18.25833065767538,95.5611572356724,True
51,Student_51,Female,16,C,Commerce,78.24083969394795,79.99549838792376,21.95058958800581,3,High,Yes,Low,4.460900738444935,43,1,8,58.59330824895423,21.508523029739536,78.2266406002423,True
52,Student_52,Male,17,C,Arts,71.14917719583684,88.16642826749927,11.797218705734595,2,Low,Yes,High,7.150362947217967,14,1,12,59.77259430353607,9.968991205908113,81.87271421463268,True
53,Student_53,Male,17,C,Science,68.23077999694041,88.95224149026191,13.05130106554846,1,Low,No,Middle,,25,0,6,61.535756135466386,12.32313901189231,88.7029255650121,True
54,Student_54,Male,15,D,Science,81.11676288840867,87.08539012659125,15.177643827340011,3,Low,No,Low,6.315217357347835,59,0,18,64.62512936034092,13.513430510080395,90.37540278907964,False
55,Student_55,Female,15,C,Science,85.30999522495951,80.59755876923664,8.92477445916071,2,Low,Yes,Low,6.878827087407077,56,0,13,79.89630787802214,10.067009067569751,84.3755085089218,True
56,Student_56,Female,17,D,Science,84.31280119116198,79.62701305649558,12.084452841671013,0,Medium,Yes,Low,6.1867047672263835,33,0,19,62.89237647098972,13.915097706054311,79.78684918819019,True
57,Student_57,Male,17,B,Arts,66.60782476777362,150.0,14.142674758732046,0,High,No,Low,8.864733117793612,36,0,16,57.96006349858911,15.517078557126853,82.12943638024826,True
58,Student_58,Male,17,C,Commerce,71.90787624148786,94.38183215407491,,2,Low,No,Middle,9.013740710000087,14,0,13,70.04628348924102,25.975365453692877,97.09006372063132,False
59,Student_59,Female,15,D,Science,78.31263431403563,89.34880123675546,18.57536797401155,1,High,No,Low,7.132202906720534,17,0,6,61.86205920335219,17.88475759176609,89.30270489381525,True
60,Student_60,Male,17,C,Arts,84.75545127122359,82.03508534331115,18.161539468205262,3,Low,No,High,6.788282479770564,51,0,5,68.04863450583048,19.05639798553059,80.93805933913133,False
61,Student_61,Female,17,C,Commerce,70.2082576215471,91.17358968518676,22.10538777300783,2,Medium,Yes,Low,6.260444991059402,27,0,14,68.94072946905729,20.333355326133567,86.80584492678933,False
62,Student_62,Female,15,C,Science,73.14341023336183,62.21165903495939,16.17576926960362,0,Low,Yes,Middle,7.135422006629015,54,0,19,56.306764052603135,15.87989330907517,68.52294346579677,False
63,Student_63,Female,16,D,Commerce,63.93665025993972,94.19012560297682,19.342789099573334,3,High,Yes,Low,9.771746543301438,27,0,14,63.48690604792791,17.126765286291022,96.40532095015844,False
64,Student_64,Female,16,A,Science,63.037933759193294,71.0822897697752,16.380669482405022,0,High,No,Middle,,35,1,13,52.6791289760958,17.232960958362206,73.6210352954927,False
65,Student_65,Female,17,C,Commerce,83.12525822394198,,18.59217409639777,0,Medium,No,Middle,5.740851402960611,8,1,19,60.06714866220804,18.058936602026467,79.51204467795063,False
66,Student_66,Female,16,C,Commerce,88.56240028570824,76.04264084299085,13.503448054330509,2,High,Yes,High,6.403357162979724,56,0,6,71.88503788032253,10.421575017037632,76.28188984545635,False
67,Student_67,Male,16,B,Science,74.27989878419666,74.64254819423276,2.3670970503414246,0,High,Yes,Low,8.13020494265332,53,1,12,71.4131982261435,1.3395693859388282,74.39806659635428,True
68,Student_68,Female,16,A,Arts,85.03532897892023,94.28661429902816,-3.0,3,Low,Yes,Low,5.923394943928592,7,2,18,74.16212438463735,18.883996518293426,96.63289813208684,True
69,Student_69,Female,16,D,Commerce,78.61636025047635,81.25839038950487,25.53648881659964,1,High,Yes,Low,6.949440858006215,25,0,7,70.25721176751864,26.152133647475992,85.33754575793928,False
70,Student_70,Male,17,B,Science,68.54880245394875,87.77203105384572,22.557292413449552,2,Low,Yes,High,7.709324702744109,57,0,5,69.62016693407759,23.710931407883177,83.46938426177482,False
71,Student_71,Female,16,C,Commerce,78.61395605508415,84.62463536896652,22.792384907547024,3,Medium,Yes,High,6.03720571592046,6,0,15,61.00219739218788,22.98070282649667,81.4006025750172,False
72,Student_72,Male,16,B,Commerce,90.38036566465968,88.81632661778497,24.41678433083731,2,High,No,Middle,4.353391418852422,8,0,5,87.78478296167522,24.14444594844446,90.75354016891868,True
73,Student_73,Female,15,B,Arts,74.64173960890048,85.61457512848204,17.531945545768625,0,Low,Yes,Middle,5.392921804220347,5,0,14,67.82676862889679,17.555314066482953,84.0904870501547,False
74,Student_74,Male,17,C,Commerce,90.64643655814008,74.73606220649144,18.183894244433574,0,High,Yes,Middle,5.711850236690539,19,0,6,81.9878856339834,18.55204333076925,77.18068456011575,True
75,Student_75,Male,15,A,Commerce,48.80254895910255,92.97013455557712,13.2940886273939,3,Low,Yes,High,6.656759041215038,37,0,11,50.18641810079727,11.649109958992376,91.85095652243108,True
76,Student_76,Female,15,A,Science,83.21902504375224,81.0499473347095,15.103562863837702,3,Medium,Yes,High,7.066449492092916,10,1,16,80.76261179168236,16.248155887445535,77.30362344268451,False
77,Student_77,Female,17,B,Science,75.87047068238171,72.547344810722,20.69462689862685,1,Low,Yes,High,8.235551946065668,11,0,10,68.87687487535891,22.377368136608073,67.26929634437111,True
78,Student_78,Female,16,C,Arts,72.00992649534132,81.5750787122727,24.223306623012895,3,High,Yes,Middle,5.15911598700294,23,0,16,68.91690874399538,23.9284225275964,83.02746247239038,False
79,Student_79,Female,15,D,Commerce,75.91760776535503,97.00607832507448,16.163322345914004,3,Low,Yes,High,8.017430306060763,48,0,15,71.81445080267811,15.378761701489124,98.53202995571674,False
80,Student_80,Male,17,B,Commerce,55.12431085399107,91.80177393690796,14.29886441089153,2,High,No,Middle,6.4436147332752975,5,0,6,56.34702447276231,13.186000911424324,94.7124211637216,False
81,Student_81,Male,16,D,Commerce,72.80328112162488,82.21078292473713,17.003167753139582,0,Medium,Yes,Middle,4.321679051677228,43,1,8,72.26896476894167,19.641992658483225,83.1944037436685,True
82,Student_82,Male,17,B,Arts,78.57112571511746,82.20593836545257,20.60724049357469,3,Low,No,Low,7.020360489076308,23,0,6,68.98113161992174,19.92883423478435,70.93363240167501,False
83,Student_83,Female,15,B,Commerce,89.77894044741517,82.42691959026094,8.33687110319875,1,High,No,Low,8.974401327249952,49,2,5,58.49896724810911,9.31684257452056,83.93722191380166,True
84,Student_84,Male,16,C,Science,69.81729781726352,100.0,3.222914281176571,3,High,No,Low,8.324671827487725,30,0,16,58.29151976377156,2.9385537379525877,95.62762760647432,False
85,Student_85,Female,16,C,Arts,66.91506397106812,88.05548361785243,13.696778903050498,0,High,Yes,Middle,,48,0,7,61.40553546224702,13.331333819473604,82.45232962337339,False
86,Student_86,Female,17,D,Science,69.98242956415463,88.44033317752856,9.675725444515049,3,Low,Yes,Low,8.688655924193126,16,0,19,65.473453214815,8.528600894206464,82.47586932076408,False
87,Student_87,Male,16,D,Science,84.15402117702074,,13.951158814116134,2,Low,Yes,Low,7.288334020820957,26,1,8,72.4720974631607,12.49570956997511,87.00170371432912,False
88,Student_88,Female,15,A,Arts,78.28751109659684,150.0,16.11331808709517,0,Low,Yes,Low,8.471783241733657,17,0,14,76.3628232810399,17.223199227464995,87.74724757795906,False
89,Student_89,Male,15,C,Science,69.70239796232961,82.92766283343437,14.28050954586192,3,Medium,Yes,High,4.507596497546797,32,1,9,49.903437624116435,12.791125825816817,80.73411011069224,True
90,Student_90,Female,15,B,Commerce,80.13267433113356,83.42920120732018,25.714805206824472,2,High,Yes,Middle,5.1254907771096025,18,1,9,71.17138015641127,26.40858406621259,78.87188533359249,False
91,Student_91,Male,17,B,Arts,75.9707754934804,84.42718992468748,18.96046858761392,0,High,Yes,Low,8.093553978359079,26,0,19,55.28877347665272,19.096344472836165,84.4964375917947,False
92,Student_92,Female,16,A,Science,84.68644990532889,84.70222210792127,18.80284615766497,3,Medium,Yes,High,9.308923741517235,34,0,11,76.45259073722092,19.931803959383824,81.3844224341814,False
93,Student_93,Male,16,C,Commerce,67.97946906122648,90.82103634909583,20.73324286426041,2,Medium,Yes,High,7.625943596368758,48,0,18,64.76871236432106,19.81831199837458,93.76424912073198,True
94,Student_94,Male,16,B,Commerce,71.72337853402232,85.4155670864584,10.167001293315383,1,Low,Yes,High,6.253994689936297,24,0,19,66.24722446976851,11.787217543095528,89.76622520795952,False
95,Student_95,Female,15,A,Science,,90.86112061772464,23.234670724521617,2,Low,No,Low,5.724226212140065,48,0,14,61.82949032072745,23.02288485138611,90.20831391038668,False
96,Student_96,Female,16,A,Commerce,60.364850518678814,84.35426735913134,16.54541428078724,1,Low,Yes,High,6.527027254607788,31,0,12,67.11431037901164,20.432956362751582,88.48609051865675,False
97,Student_97,Male,15,B,Arts,77.96120277064576,85.62908152252872,21.02288370344728,3,Low,Yes,Middle,8.820455487575147,42,1,13,75.64511289915349,18.60161920100002,89.75585380448594,False
98,Student_98,Female,16,B,Science,77.6105527217989,69.01439452374314,10.568856601759068,2,Low,Yes,High,6.486209442568908,46,1,16,65.41640400795147,14.212258708874424,69.26821775488197,True
99,Student_99,Female,15,D,Commerce,75.05113456642461,92.33062139761984,-3.0,1,Low,No,High,8.57164186208113,56,1,11,65.91838107866663,7.487898406819405,97.53098179743424,False
100,Student_100,Female,16,C,Commerce,72.65412866624852,87.77190780718394,21.90733794815017,0,Medium,Yes,High,,45,1,9,70.80917661932783,22.241541100728465,85.90692179204139,True
101,Student_101,Male,17,D,Science,60.84629257949586,92.98408087887722,19.2584571565851,2,Medium,Yes,High,9.57088870064049,38,0,13,57.57526029281035,18.352023009171376,87.1183154016025,True
102,Student_102,Male,17,A,Science,70.79354677234642,61.82995697445048,11.587690673854937,3,Medium,No,Middle,7.300392807304761,43,0,12,61.82441039691396,9.234368734319856,57.16682273707968,True
103,Student_103,Female,15,B,Science,71.57285483473231,100.0,11.782021512351834,0,High,Yes,Low,6.925605458226938,45,0,14,78.86445753294201,10.98942635432127,97.99694603592032,True
104,Student_104,Female,15,D,Science,66.9772273077838,83.88328297475861,23.752608706488616,1,High,No,Middle,8.646508158520401,48,0,13,70.36308892748193,23.20407822917993,85.48618912394912,False
105,Student_105,Male,16,A,Arts,73.3871428833399,93.86546253390011,9.863528642796034,2,Low,No,Middle,5.597105807052973,41,2,14,62.08349987665103,10.137731211892143,90.40099393072128,False
106,Student_106,Female,16,C,Science,79.04050856814538,76.68075258299575,,2,Medium,No,Low,6.333974534333594,5,0,12,70.24490016515375,28.537745237051308,74.65335002271027,True
107,Student_107,Male,17,B,Arts,93.8618590121053,89.90219124050056,11.596275592112788,3,High,No,High,4.479992881705227,58,0,10,67.81542196219416,11.88237168202346,86.15376177487485,True
108,Student_108,Female,16,D,Arts,76.74577812831839,150.0,20.8303515536503,0,High,Yes,Low,5.118513161428007,19,0,8,69.23129904591437,21.14256419857426,74.6139695390754,True
109,Student_109,Female,15,C,Science,77.57550390722764,,15.028289145506092,2,Medium,No,Low,9.885057819594714,36,1,13,68.72528646065162,15.6048407202813,84.03797663126583,False
110,Student_110,Female,15,D,Arts,,100.0,20.61912458649406,2,High,No,Middle,8.03847186046105,12,0,16,59.09778913150891,17.986729296819686,101.0727276724879,True
111,Student_111,Male,15,A,Science,55.812287847009586,,13.735315987314843,0,High,Yes,Low,4.943947625540598,37,1,13,48.14397437370537,11.241529234110706,81.74357299411673,True
112,Student_112,Male,15,C,Science,74.73486124550783,86.73946298543778,16.023242563566235,2,Medium,Yes,High,8.792243491940582,22,0,14,64.75351520226401,13.777759080269789,90.40087635499796,True
113,Student_113,Male,15,D,Commerce,75.60230209941027,91.96054184551004,17.245515052374326,0,High,Yes,Middle,5.944453680706985,49,0,14,66.88282825741764,16.685604265381293,92.03753755950277,True
114,Student_114,Male,17,C,Science,99.63242112485288,88.96545510378084,10.986875265311165,0,Medium,No,High,7.961425912500095,33,0,13,70.84162206640069,8.179302585725102,89.36642160694959,True
115,Student_115,Female,17,A,Commerce,73.07639035218878,150.0,21.444946072520757,0,High,Yes,Middle,7.939020406593507,36,0,18,69.21655150373232,20.4102647554271,89.63167704115126,False
116,Student_116,Female,15,C,Arts,78.01547342333612,87.9196880197298,13.920718601170488,3,Medium,No,High,9.49748605012405,37,0,14,69.80236529593442,11.868344733698963,86.89182463018666,True
117,Student_117,Male,16,D,Commerce,74.65288230294756,100.0,15.628400507959888,0,High,No,Low,6.193405374249318,9,0,7,69.18937189520538,16.35997364725791,102.7487213889098,False
118,Student_118,Female,15,A,Arts,63.31321962380468,84.53904962373132,11.033903752348929,0,High,Yes,Low,5.8896559192299485,22,0,15,54.312460698462154,11.690387195711304,87.07383554902808,False
119,Student_119,Female,17,B,Science,86.4282281451502,86.60879237371974,1.625998047228137,1,Medium,Yes,Low,2.966436227862312,52,0,16,76.33854771584431,1.1750319876241893,86.17215745280042,False
120,Student_120,Male,15,D,Arts,82.51933032686775,93.4052351680609,15.853833424398983,1,High,Yes,High,6.817340309960242,14,0,19,83.21214863380585,13.003892047148572,89.21665521992324,False
121,Student_121,Female,17,D,Arts,82.91031947043047,93.84420746366388,31.475692529677495,3,Medium,Yes,Middle,,40,0,7,72.7604108352474,31.119976665523232,93.882282756002,False
122,Student_122,Female,17,A,Science,65.9061254520526,94.49624244448304,21.70762572738814,0,Medium,Yes,Middle,8.29296075290421,37,0,15,61.6643756433425,22.200564900452296,97.90800218440808,True
123,Student_123,Male,15,A,Arts,,90.10984177623348,16.88443772159363,1,High,Yes,Middle,8.878599069443139,27,0,10,78.11666145704723,18.100527722452153,92.56914598465994,False
124,Student_124,Female,15,B,Science,60.98148937207719,75.85596069815614,15.422655024750394,1,Low,No,Low,7.43470861299759,44,0,10,54.004872932080104,18.05276196571985,80.98671187150808,False
125,Student_125,Female,16,D,Commerce,80.8685709380027,98.06745225840876,17.134795356872278,2,High,No,High,7.75717167735875,9,0,19,72.3753984135874,18.812542627504804,96.59625163868928,True
126,Student_126,Female,17,A,Science,96.9045562580998,75.8292368558505,20.28271469105126,0,Low,Yes,Middle,7.102180661070421,38,0,17,80.06533761022567,20.52987948465315,78.1671382740472,False
127,Student_127,Male,16,B,Science,65.09463674869312,87.42108372191227,9.91512310814693,1,Low,No,High,8.061182253329353,28,1,19,48.34585354375221,9.487261097685868,84.40222046039844,True
128,Student_128,Male,15,B,Arts,69.33702270397228,78.96579319984514,23.685930168013233,3,High,No,Middle,5.598636464350015,21,1,17,71.66440045708468,22.57152902357631,79.57054508176623,True
129,Student_129,Female,17,A,Commerce,75.99651365087641,84.48689322725606,21.292287892647465,2,Low,No,Low,4.887302753627123,35,0,10,68.07520578028523,23.32578073648236,87.80313044290101,True
130,Student_130,Female,16,D,Science,69.965243458838,87.63009928242785,21.309114354247605,2,Medium,No,High,5.756892985838076,11,0,9,62.85876894534271,21.559000223796264,90.34937304463098,True
131,Student_131,Female,16,C,Commerce,59.493365689338674,87.57085772360219,19.630854432858364,0,Medium,No,Middle,7.320435576379985,21,1,18,59.364089045882245,20.576670745883543,87.88007684937445,True
132,Student_132,Male,16,C,Commerce,75.68562974806028,88.37536603388227,17.11769994616394,0,Low,No,Middle,5.049363001292129,32,1,9,67.53475548106098,16.232370339269902,87.5712095461984,False
133,Student_133,Male,15,B,Arts,64.37696286273895,97.90969015246918,21.03716741580092,2,Medium,Yes,Middle,6.0501337605937175,42,0,6,54.5160134878784,19.17580381753621,94.92519717836136,True
134,Student_134,Male,15,C,Science,79.73592430635182,88.62827441211184,,3,High,Yes,Middle,6.098058575447251,26,0,18,80.28371991574514,19.950378225039177,87.95095459396443,True
135,Student_135,Female,15,C,Arts,65.80575765766197,83.04674691767481,14.875755734353858,0,Medium,Yes,Low,8.172731816448184,19,0,11,61.06067066076322,14.42136333564542,79.11613539305861,False
136,Student_136,Female,17,A,Science,90.4993440501754,92.71269734630684,13.558389362618597,0,Low,No,Middle,7.990143190795568,41,0,16,78.65467294941142,13.846048013084802,91.6831152015136,False
137,Student_137,Female,15,B,Commerce,67.16746707663764,94.51576391139712,17.61113777157192,2,High,Yes,Middle,7.105729138388376,19,0,8,71.64576377478362,16.504986938095957,89.09709426537744,False
138,Student_138,Female,17,D,Science,71.77938483794324,75.17913747890407,,2,Medium,Yes,Low,7.676597322456336,54,1,18,57.06470187029511,26.33157570404407,71.22313579481809,False
139,Student_139,Female,16,B,Science,83.1351721736967,,9.565357546076594,0,High,Yes,Middle,7.706185665950455,54,0,7,73.49198510743231,11.331917077609122,92.33761826046918,True
140,Student_140,Male,16,A,Commerce,62.69135683566045,90.6093819384872,8.19484840548536,1,Low,No,High,6.454570664300543,29,1,12,58.427795589631295,5.685405991179657,92.83356421299317,False
141,Student_141,Female,15,C,Commerce,77.2745993460413,82.61949197312006,17.9885650474191,0,Medium,Yes,High,6.186251040418407,57,1,8,72.5248703133477,14.813211159484576,81.75294845692416,True
142,Student_142,Female,16,D,Science,,,17.30532621113611,1,High,No,Middle,9.305029623433557,25,1,19,62.471497133302535,19.17419698406379,96.19996087535183,False
143,Student_143,Female,15,B,Arts,58.92516765438772,83.79955530373978,18.04004998622245,2,High,Yes,Low,3.2663082927965146,59,0,15,57.56634746399204,15.844610299174018,84.39624232078731,False
144,Student_144,Male,17,C,Science,76.84633858532304,86.00461162777233,,1,Medium,Yes,Low,5.888044946594121,42,1,8,63.99896235588767,17.89361123711232,87.38559679780587,False
145,Student_145,Female,16,B,Commerce,77.59882794248423,83.61542540572904,15.66078647219117,3,High,Yes,Low,6.694326217885141,6,0,12,69.82590806652107,16.5735059941509,84.67537552748412,False
146,Student_146,Male,15,D,Arts,82.81822871777311,85.12463238065175,25.939180631612498,2,High,No,Middle,7.839927140979021,31,1,5,75.18962741729788,25.850341378606338,81.114304745826,False
147,Student_147,Male,16,B,Commerce,62.63049289121918,76.22979930483838,7.394576129140907,0,Low,No,Middle,8.703259789154789,53,1,13,51.063533146546106,7.284644310635545,68.90054843929153,True
148,Student_148,Male,16,B,Commerce,61.79543386915723,73.47959293924565,12.029017851318525,0,Low,No,High,9.78509740628222,36,0,18,50.71826826947173,12.137612823045972,70.42892729185832,True
149,Student_149,Male,15,B,Arts,80.21941565616898,97.75604050579976,16.380471439105715,2,Low,No,Low,,25,0,11,71.99328937202291,20.15854258804741,97.29304937816065,True
150,Student_150,Male,16,C,Commerce,77.96984673233186,78.22430921345338,7.140867133074996,2,Low,No,Middle,,8,1,19,58.052215079268095,9.81180456695082,81.10486022157643,False
